Start Day,Day,Micro. #,Infect.,Pollen,# of bees,Hours Feeding,Nectar consumed,Nectar per bee,Nectar per bee per hour,Pollen consumed,Pollen corrected for evp.,Pollen per bee,Pollen per bee per hour,Corrected pollen per bee per hour
5/19/2015,29,19,U,S,3,24.01180556,2.9944,0.998133333,0.041568441,0.0576,0.041313333,0.013771111,0.000573514,0.000573514
5/19/2015,30,19,U,S,3,23.99097222,2.9713,0.990433333,0.041283585,0.0678,0.051513333,0.017171111,0.000715732,0.000715732
5/19/2015,31,19,U,S,3,24.03611111,3.196,1.065333333,0.0443222,0.0701,0.053813333,0.017937778,0.000746285,0.000746285
5/19/2015,32,19,U,S,3,23.94236111,3.2523,1.0841,0.045279578,0.0845,0.068213333,0.022737778,0.000949688,0.000949688
5/19/2015,36,19,U,S,3,.,3.9765,1.3255,.,0.0747,0.058413333,0.019471111,.,.
5/19/2015,37,19,U,S,3,24.10763889,3.3487,1.116233333,0.04630206,0.1103,0.094013333,0.031337778,0.001299911,0.001299911
5/19/2015,38,19,U,S,3,24.01597222,2.5768,0.858933333,0.035765087,0.0836,0.067313333,0.022437778,0.000934286,0.000934286
5/19/2015,42,19,U,S,3,.,2.6493,0.8831,.,0.0635,0.047213333,0.015737778,.,.
5/19/2015,43,19,U,S,3,24.01944444,2.3953,0.798433333,0.033241124,0.0647,0.048413333,0.016137778,0.000671863,0.000671863
5/19/2015,44,19,U,S,3,23.925,3.0499,1.016633333,0.042492511,0.0727,0.056413333,0.018804444,0.000785975,0.000785975
5/19/2015,45,19,U,S,3,23.98888889,2.795,0.931666667,0.038837425,0.0484,0.032113333,0.010704444,0.000446225,0.000446225
5/19/2015,1,20,U,B,5,.,4.1653,0.83306,.,0.094,0.063766667,0.012753333,.,.
5/19/2015,2,20,U,B,5,23.95833333,2.8196,0.56392,0.02353753,0.1066,0.076366667,0.015273333,0.000637496,0.000637496
5/19/2015,3,20,U,B,5,24.30069444,3.3341,0.66682,0.027440368,0.114,0.083766667,0.016753333,0.000689418,0.000689418
5/19/2015,7,20,U,B,5,.,2.9433,0.58866,.,0.0792,0.048966667,0.009793333,.,.
5/19/2015,8,20,U,B,4,24.33958333,3.7441,0.936025,0.038456903,0.0843,0.054066667,0.013516667,0.000555337,0.000555337
5/19/2015,9,20,U,B,5,23.96111111,3.1683,0.63366,0.026445351,0.0759,0.045666667,0.009133333,0.000381173,0.000381173
5/19/2015,10,20,U,B,5,24.05833333,4.2849,0.85698,0.035620921,0.0851,0.054866667,0.010973333,0.000456114,0.000456114
5/19/2015,14,20,U,B,5,.,3.7951,0.75902,.,0.0887,0.058466667,0.011693333,.,.
5/19/2015,15,20,U,B,5,23.94930556,3.6954,0.73908,0.030860185,0.0763,0.046066667,0.009213333,0.000384701,0.000384701
5/19/2015,16,20,U,B,5,23.975,3.6325,0.7265,0.030302398,0.0897,0.059466667,0.011893333,0.000496072,0.000496072
5/19/2015,17,20,U,B,4,23.99236111,3.8493,0.962325,0.040109641,0.0994,0.069166667,0.017291667,0.000720716,0.000720716
5/19/2015,22,20,U,B,5,.,3.2882,0.65764,.,0.0826,0.052366667,0.010473333,.,.
5/19/2015,23,20,U,B,5,23.95,3.3281,0.66562,0.027792067,0.0897,0.059466667,0.011893333,0.00049659,0.00049659
5/19/2015,24,20,U,B,5,24.04097222,3.3241,0.66482,0.027653624,0.0691,0.038866667,0.007773333,0.000323337,0.000323337
5/19/2015,28,20,U,B,5,.,3.8225,0.7645,.,0.0908,0.060566667,0.012113333,.,.
5/19/2015,29,20,U,B,5,23.97430556,4.3995,0.8799,0.036701793,0.0873,0.057066667,0.011413333,0.000476065,0.000476065
5/19/2015,30,20,U,B,5,24.02916667,3.3753,0.67506,0.028093359,0.087,0.056766667,0.011353333,0.000472481,0.000472481
5/19/2015,31,20,U,B,5,23.98194444,4.2287,0.84574,0.035265698,0.0962,0.065966667,0.013193333,0.000550136,0.000550136
5/19/2015,32,20,U,B,5,24.05486111,3.705,0.741,0.030804584,0.0666,0.036366667,0.007273333,0.000302364,0.000302364
5/19/2015,36,20,U,B,5,.,2.9084,0.58168,.,0.0684,0.038166667,0.007633333,.,.
5/19/2015,37,20,U,B,5,24.01527778,3.3484,0.66968,0.027885582,0.0554,0.025166667,0.005033333,0.000209589,0.000209589
5/19/2015,38,20,U,B,5,24.41736111,2.9572,0.59144,0.02422211,.,.,.,.,.
5/20/2015,1,21,I,S,5,.,3.2535,0.6507,.,0.1219,0.105613333,0.021122667,.,.
5/20/2015,2,21,I,S,5,23.88194444,3.1703,0.63406,0.026549764,0.144,0.127713333,0.025542667,0.001069539,0.001069539
5/20/2015,6,21,I,S,4,.,2.1937,0.548425,.,0.1026,0.086313333,0.021578333,.,.
5/20/2015,7,21,I,S,4,24.30972222,2.9851,0.746275,0.030698623,0.12286,0.106573333,0.026643333,0.001095995,0.001095995
5/20/2015,8,21,I,S,4,23.61041667,2.7507,0.687675,0.029125915,0.0696,0.053313333,0.013328333,0.000564511,0.000564511
5/20/2015,9,21,I,S,4,24.475,2.8004,0.7001,0.028604699,0.0878,0.071513333,0.017878333,0.000730473,0.000730473
5/20/2015,13,21,I,S,4,.,3.5305,0.882625,.,0.0827,0.066413333,0.016603333,.,.
5/20/2015,14,21,I,S,4,23.96875,3.3493,0.837325,0.034934029,0.0905,0.074213333,0.018553333,0.000774063,0.000774063
5/20/2015,15,21,I,S,4,23.99305556,3.2713,0.817825,0.034085904,0.1206,0.104313333,0.026078333,0.001086912,0.001086912
5/20/2015,16,21,I,S,4,24.41666667,3.1799,0.794975,0.032558703,0.1284,0.112113333,0.028028333,0.001147918,0.001147918
5/20/2015,21,21,I,S,4,.,.,.,.,0.1372,0.120913333,0.030228333,.,.
5/20/2015,22,21,I,S,4,24.00069444,3.3362,0.83405,0.034751078,0.1504,0.134113333,0.033528333,0.001396973,0.001396973
5/20/2015,23,21,I,S,4,23.99652778,2.9521,0.738025,0.030755491,0.1545,0.138213333,0.034553333,0.001439931,0.001439931
5/20/2015,27,21,I,S,4,.,2.718,0.6795,.,0.1904,0.174113333,0.043528333,.,.
5/20/2015,28,21,I,S,4,23.99305556,2.5327,0.633175,0.026389928,0.1504,0.134113333,0.033528333,0.001397418,0.001397418
5/20/2015,29,21,I,S,4,24.03055556,3.0858,0.77145,0.032102878,0.1709,0.154613333,0.038653333,0.001608508,0.001608508
5/20/2015,30,21,I,S,4,23.98125,3.219,0.80475,0.033557467,0.1718,0.155513333,0.038878333,0.001621197,0.001621197
5/20/2015,31,21,I,S,3,23.60347222,2.513,0.837666667,0.035489129,0.0586,0.042313333,0.014104444,0.000597558,0.000597558
5/20/2015,35,21,I,S,3,.,2.0853,0.6951,.,0.0486,0.032313333,0.010771111,.,.
5/20/2015,36,21,I,S,3,23.95625,2.3177,0.772566667,0.032249065,0.062,0.045713333,0.015237778,0.000636067,0.000636067
5/20/2015,37,21,I,S,3,24.05555556,2.9039,0.967966667,0.040238799,0.0426,0.026313333,0.008771111,0.000364619,0.000364619
5/20/2015,41,21,I,S,3,.,2.4267,0.8089,.,0.0585,0.042213333,0.014071111,.,.
5/20/2015,1,22,I,B,5,.,3.5182,0.70364,.,0.0662,0.035966667,0.007193333,.,.
5/20/2015,2,22,I,B,5,23.86111111,3.1232,0.62464,0.026178161,0.0893,0.059066667,0.011813333,0.000495087,0.000495087
5/20/2015,6,22,I,B,5,.,2.675,0.535,.,0.0697,0.039466667,0.007893333,.,.
5/20/2015,7,22,I,B,5,24.32916667,3.4296,0.68592,0.028193321,0.0604,0.030166667,0.006033333,0.000247988,0.000247988
5/20/2015,8,22,I,B,5,23.60694444,3.3537,0.67074,0.028412826,0.0738,0.043566667,0.008713333,0.0003691,0.0003691
5/20/2015,9,22,I,B,5,24.46944444,3.3121,0.66242,0.027071313,0.0437,0.013466667,0.002693333,0.000110069,0.000110069
5/20/2015,13,22,I,B,5,.,3.3531,0.67062,.,0.0479,0.017666667,0.003533333,.,.
5/20/2015,14,22,I,B,5,23.96527778,1.0695,0.2139,0.008925413,0.0543,0.024066667,0.004813333,0.000200846,0.000200846
5/20/2015,15,22,I,B,5,23.99722222,32.9409,6.58818,0.274539275,0.0616,0.031366667,0.006273333,0.000261419,0.000261419
5/20/2015,16,22,I,B,5,24.40972222,3.2652,0.65304,0.026753275,0.064,0.033766667,0.006753333,0.000276666,0.000276666
5/20/2015,21,22,I,B,5,.,2.7831,0.55662,.,0.0624,0.032166667,0.006433333,.,.
5/20/2015,22,22,I,B,5,23.97361111,3.0025,0.6005,0.025048375,0.0472,0.016966667,0.003393333,0.000141545,0.000141545
5/20/2015,23,22,I,B,5,24.01388889,2.8853,0.57706,0.02403026,0.0504,0.020166667,0.004033333,0.000167958,0.000167958
5/20/2015,27,22,I,B,5,.,3.308,0.6616,.,0.0737,0.043466667,0.008693333,.,.
5/20/2015,28,22,I,B,5,23.59236111,3.376,0.6752,0.028619433,0.0979,0.067666667,0.013533333,0.000573632,0.000573632
5/20/2015,29,22,I,B,5,24.40486111,3.4114,0.68228,0.027956725,0.1027,0.072466667,0.014493333,0.000593871,0.000593871
5/20/2015,30,22,I,B,5,23.99930556,3.5258,0.70516,0.029382517,0.1093,0.079066667,0.015813333,0.000658908,0.000658908
5/20/2015,31,22,I,B,4,23.63888889,5.855,1.46375,0.061921269,0.0972,0.066966667,0.016741667,0.000708226,0.000708226
5/20/2015,35,22,I,B,4,.,2.3335,0.583375,.,0.0888,0.058566667,0.014641667,.,.
5/20/2015,36,22,I,B,4,24.04722222,2.352,0.588,0.024451889,0.0878,0.057566667,0.014391667,0.000598475,0.000598475
5/20/2015,37,22,I,B,4,24.05902778,2.4843,0.621075,0.025814634,0.0859,0.055666667,0.013916667,0.000578438,0.000578438
5/20/2015,41,22,I,B,4,.,3.4446,0.86115,.,0.0515,0.021266667,0.005316667,.,.
5/20/2015,1,23,U,S,5,.,3.3651,0.67302,.,0.1215,0.105213333,0.021042667,.,.
5/20/2015,2,23,U,S,5,24.24861111,3.8125,0.7625,0.0314451,0.1313,0.115013333,0.023002667,0.000948618,0.000948618
5/20/2015,6,23,U,S,5,.,3.5072,0.70144,.,0.1139,0.097613333,0.019522667,.,.
5/20/2015,7,23,U,S,5,24.34027778,3.6432,0.72864,0.029935566,0.1282,0.111913333,0.022382667,0.000919573,0.000919573
5/20/2015,8,23,U,S,5,24.03611111,4.0853,0.81706,0.03399302,0.0936,0.077313333,0.015462667,0.00064331,0.00064331
5/20/2015,9,23,U,S,5,23.98333333,3.87,0.774,0.032272411,.,.,.,.,.
5/20/2015,13,23,U,S,5,.,3.7994,0.75988,.,0.0497,0.033413333,0.006682667,.,.
5/20/2015,14,23,U,S,4,24.33611111,5.3587,1.339675,0.055048853,0.0514,0.035113333,0.008778333,0.000360712,0.000360712
5/20/2015,15,23,U,S,4,24.00763889,4.0114,1.00285,0.041772121,0.0785,0.062213333,0.015553333,0.000647849,0.000647849
5/20/2015,16,23,U,S,4,24.02638889,3.7205,0.930125,0.038712642,0.0764,0.060113333,0.015028333,0.000625493,0.000625493
5/20/2015,21,23,U,S,4,.,3.4175,0.854375,.,0.1311,0.114813333,0.028703333,.,.
5/20/2015,22,23,U,S,4,23.94652778,4.9309,1.232725,0.051478236,0.1241,0.107813333,0.026953333,0.001125563,0.001125563
5/20/2015,23,23,U,S,4,24.05138889,4.001,1.00025,0.041588035,0.1022,0.085913333,0.021478333,0.000893018,0.000893018
5/20/2015,27,23,U,S,4,.,4.4701,1.117525,.,0.1296,0.113313333,0.028328333,.,.
5/20/2015,28,23,U,S,4,24.00416667,3.3498,0.83745,0.034887693,0.1142,0.097913333,0.024478333,0.001019754,0.001019754
5/20/2015,29,23,U,S,4,23.96805556,3.6553,0.913825,0.038126789,0.1129,0.096613333,0.024153333,0.00100773,0.00100773
5/20/2015,30,23,U,S,4,24.05763889,4.0707,1.017675,0.042301533,0.1214,0.105113333,0.026278333,0.001092307,0.001092307
5/20/2015,31,23,U,S,3,23.95069444,3.9153,1.3051,0.054491113,0.097,0.080713333,0.026904444,0.001123326,0.001123326
5/20/2015,35,23,U,S,3,.,2.6589,0.8863,.,0.0853,0.069013333,0.023004444,.,.
5/20/2015,36,23,U,S,3,24.02777778,3.0676,1.022533333,0.042556301,0.1139,0.097613333,0.032537778,0.001354173,0.001354173
5/20/2015,37,23,U,S,3,24.10208333,2.3174,0.772466667,0.032049788,0.1019,0.085613333,0.028537778,0.001184038,0.001184038
5/20/2015,41,23,U,S,3,.,3.267,1.089,.,0.1334,0.117113333,0.039037778,.,.
5/20/2015,1,24,U,B,5,.,2.9449,0.58898,.,0.062,0.031766667,0.006353333,.,.
5/20/2015,2,24,U,B,5,23.82291667,3.985,0.797,0.033455181,0.0799,0.049666667,0.009933333,0.000416965,0.000416965
5/20/2015,6,24,U,B,5,.,3.9522,0.79044,.,0.0332,0.002966667,0.000593333,.,.
5/20/2015,7,24,U,B,6,24.35277778,3.2791,0.546516667,0.022441656,0.0384,0.008166667,0.001361111,5.58914E-05,5.58914E-05
5/20/2015,8,24,U,B,4,23.95069444,3.2652,0.8163,0.034082519,0.0384,0.008166667,0.002041667,8.52446E-05,8.52446E-05
5/20/2015,9,24,U,B,4,24.05902778,3.8498,0.96245,0.040003695,0.0702,0.039966667,0.009991667,0.000415298,0.000415298
5/20/2015,13,24,U,B,4,.,3.8009,0.950225,.,0.0669,0.036666667,0.009166667,.,.
5/20/2015,14,24,U,B,4,23.95347222,4.2923,1.073075,0.044798307,0.0714,0.041166667,0.010291667,0.000429652,0.000429652
5/20/2015,15,24,U,B,4,23.98402778,3.4507,0.862675,0.035968729,0.0755,0.045266667,0.011316667,0.000471842,0.000471842
5/20/2015,16,24,U,B,4,23.98402778,3.2135,0.803375,0.03349625,0.0651,0.034866667,0.008716667,0.000363436,0.000363436
5/20/2015,21,24,U,B,4,.,3.2348,0.8087,.,0.0887,0.058466667,0.014616667,.,.
5/20/2015,22,24,U,B,4,23.95208333,2.5341,0.633525,0.026449683,0.0754,0.045166667,0.011291667,0.000471427,0.000471427
5/20/2015,23,24,U,B,4,24.06875,3.2416,0.8104,0.033670216,0.0859,0.055666667,0.013916667,0.000578205,0.000578205
5/20/2015,27,24,U,B,4,.,3.2556,0.8139,.,0.077,0.046766667,0.011691667,.,.
5/20/2015,28,24,U,B,4,23.98888889,3.5886,0.89715,0.037398564,-0.1139,-0.144133333,-0.036033333,-0.001502084,.
5/20/2015,29,24,U,B,4,24.02708333,2.5319,0.632975,0.02634423,0.105,0.074766667,0.018691667,0.000777942,0.000777942
5/20/2015,30,24,U,B,4,23.97430556,3.5745,0.893625,0.037274281,0.1065,0.076266667,0.019066667,0.000795296,0.000795296
5/20/2015,31,24,U,B,4,23.70347222,3.0977,0.774425,0.032671374,0.0846,0.054366667,0.013591667,0.000573404,0.000573404
5/20/2015,35,24,U,B,4,.,2.538,0.6345,.,0.0516,0.021366667,0.005341667,.,.
5/20/2015,36,24,U,B,3,23.94097222,2.7261,0.9087,0.037955852,0.058,0.027766667,0.009255556,0.000386599,0.000386599
5/20/2015,37,24,U,B,3,24.41805556,2.5215,0.8405,0.03442125,0.0464,0.016166667,0.005388889,0.000220693,0.000220693
5/20/2015,1,25,I,S,5,.,3.2796,0.65592,.,0.1511,0.134813333,0.026962667,.,.
5/20/2015,2,25,I,S,5,23.88541667,3.2099,0.64198,0.026877488,0.2332,0.216913333,0.043382667,0.001816283,0.001816283
5/20/2015,6,25,I,S,5,.,2.7284,0.54568,.,0.1249,0.108613333,0.021722667,.,.
5/20/2015,7,25,I,S,4,24.30555556,2.8804,0.7201,0.029626971,0.1262,0.109913333,0.027478333,0.001130537,0.001130537
5/20/2015,8,25,I,S,4,23.60972222,3.0924,0.7731,0.032744985,.,.,.,.,.
5/20/2015,9,25,I,S,4,24.47013889,4.6258,1.15645,0.047259642,0.0575,0.041213333,0.010303333,0.000421057,0.000421057
5/20/2015,13,25,I,S,4,.,3.5004,0.8751,.,0.1032,0.086913333,0.021728333,.,.
5/20/2015,14,25,I,S,4,24.34027778,3.4968,0.8742,0.035915777,0.1137,0.097413333,0.024353333,0.001000536,0.001000536
5/20/2015,15,25,I,S,4,23.60763889,3.5311,0.882775,0.037393617,0.1585,0.142213333,0.035553333,0.00150601,0.00150601
5/20/2015,16,25,I,S,4,24.41319444,3.2255,0.806375,0.033030294,0.1583,0.142013333,0.035503333,0.001454268,0.001454268
5/20/2015,21,25,I,S,4,.,2.8181,0.704525,.,0.2114,0.195113333,0.048778333,.,.
5/20/2015,22,25,I,S,4,23.97569444,3.6614,0.91535,0.038178248,0.2145,0.198213333,0.049553333,0.002066815,0.002066815
5/20/2015,23,25,I,S,4,24.02083333,2.952,0.738,0.03072333,0.2184,0.202113333,0.050528333,0.002103521,0.002103521
5/20/2015,27,25,I,S,4,.,2.8632,0.7158,.,0.223,0.206713333,0.051678333,.,.
5/20/2015,28,25,I,S,4,23.58333333,2.9522,0.73805,0.031295406,0.1656,0.149313333,0.037328333,0.001582827,0.001582827
5/20/2015,29,25,I,S,4,24.37152778,3.4128,0.8532,0.035008064,0.1708,0.154513333,0.038628333,0.001584978,0.001584978
5/20/2015,30,25,I,S,4,24.04861111,3.7855,0.946375,0.039352584,0.1938,0.177513333,0.044378333,0.00184536,0.00184536
5/20/2015,31,25,I,S,4,23.63402778,5.0532,1.2633,0.05345259,0.222,0.205713333,0.051428333,0.002176029,0.002176029
5/20/2015,35,25,I,S,3,.,3.2291,1.076366667,.,0.2061,0.189813333,0.063271111,.,.
5/20/2015,36,25,I,S,3,23.95416667,3.1928,1.064266667,0.044429292,0.2085,0.192213333,0.064071111,0.002674738,0.002674738
5/20/2015,37,25,I,S,4,24.40694444,2.7869,0.696725,0.028546179,0.1652,0.148913333,0.037228333,0.001525317,0.001525317
5/20/2015,1,26,I,B,5,.,3.4641,0.69282,.,0.1572,0.126966667,0.025393333,.,.
5/20/2015,2,26,I,B,5,23.8625,3.0884,0.61768,0.025884966,0.1571,0.126866667,0.025373333,0.001063314,0.001063314
5/20/2015,6,26,I,B,5,.,2.9982,0.59964,.,0.0964,0.066166667,0.013233333,.,.
5/20/2015,7,26,I,B,4,24.35,3.4024,0.8506,0.034932238,0.1263,0.096066667,0.024016667,0.000986311,0.000986311
5/20/2015,8,26,I,B,4,24.02916667,3.4426,0.86065,0.035816889,0.107,0.076766667,0.019191667,0.000798682,0.000798682
5/20/2015,9,26,I,B,5,23.96805556,4.2343,0.84686,0.035332862,0.0882,0.057966667,0.011593333,0.000483699,0.000483699
5/20/2015,13,26,I,B,4,.,.,.,.,.,.,.,.,.
5/20/2015,14,26,I,B,3,24.01388889,3.5433,1.1811,0.049184037,0.0295,-0.000733333,-0.000244444,-1.01793E-05,.
5/20/2015,15,26,I,B,3,24.38333333,3.0297,1.0099,0.041417635,0.0589,0.028666667,0.009555556,0.000391889,0.000391889
5/20/2015,16,26,I,B,3,23.60763889,2.6433,0.8811,0.037322665,0.0391,0.008866667,0.002955556,0.000125195,0.000125195
5/20/2015,21,26,I,B,3,.,2.7231,0.9077,.,.,.,.,.,.
5/20/2015,22,26,I,B,3,24.45763889,2.7587,0.919566667,0.037598342,.,.,.,.,.
5/20/2015,23,26,I,B,3,23.53819444,2.4676,0.822533333,0.034944623,0.0283,-0.001933333,-0.000644444,-2.73787E-05,.
5/20/2015,27,26,I,B,3,.,2.4605,0.820166667,.,0.0333,0.003066667,0.001022222,.,.
5/20/2015,28,26,I,B,3,23.99097222,2.4336,0.8112,0.033812719,0.0281,-0.002133333,-0.000711111,-2.96408E-05,.
5/20/2015,29,26,I,B,3,24.46736111,2.6313,0.8771,0.035847756,0.0371,0.006866667,0.002288889,9.35487E-05,9.35487E-05
5/20/2015,30,26,I,B,3,23.59444444,2.7444,0.9148,0.038771839,0.0293,-0.000933333,-0.000311111,-1.31858E-05,.
5/20/2015,31,26,I,B,3,23.93680556,2.8601,0.953366667,0.039828484,0.0313,0.001066667,0.000355556,1.48539E-05,1.48539E-05
5/20/2015,35,26,I,B,3,.,2.6709,0.8903,.,0.0572,0.026966667,0.008988889,.,.
5/20/2015,36,26,I,B,3,23.96597222,2.3743,0.791433333,0.03302321,0.0366,0.006366667,0.002122222,8.85515E-05,8.85515E-05
5/20/2015,37,26,I,B,3,24.40763889,2.1061,0.702033333,0.028762853,0.0351,0.004866667,0.001622222,6.64637E-05,6.64637E-05
5/20/2015,41,26,I,B,3,.,1.8856,0.628533333,.,0.0267,-0.003533333,-0.001177778,.,.
5/20/2015,42,26,I,B,3,24.01458333,1.5374,0.512466667,0.021339811,0.0235,-0.006733333,-0.002244444,-9.34617E-05,.
5/20/2015,43,26,I,B,3,23.89166667,1.7972,0.599066667,0.025074294,0.0368,0.006566667,0.002188889,9.16173E-05,9.16173E-05
5/20/2015,44,26,I,B,3,23.99861111,1.5065,0.502166667,0.020924822,0.0268,-0.003433333,-0.001144444,-4.76879E-05,.
5/20/2015,1,27,U,S,5,.,3.26,0.652,.,0.0887,0.072413333,0.014482667,.,.
5/20/2015,2,27,U,S,5,24.25138889,4.1167,0.82334,0.03395022,0.1128,0.096513333,0.019302667,0.000795941,0.000795941
5/20/2015,6,27,U,S,5,.,3.7826,0.75652,.,0.0987,0.082413333,0.016482667,.,.
5/20/2015,7,27,U,S,5,24.34236111,3.6784,0.73568,0.030222212,0.1086,0.092313333,0.018462667,0.000758458,0.000758458
5/20/2015,8,27,U,S,5,24.03680556,3.7613,0.75226,0.031296172,0.0737,0.057413333,0.011482667,0.000477712,0.000477712
5/20/2015,9,27,U,S,5,23.98263889,4.1529,0.83058,0.034632552,0.0792,0.062913333,0.012582667,0.000524657,0.000524657
5/20/2015,13,27,U,S,5,.,4.0238,0.80476,.,0.0613,0.045013333,0.009002667,.,.
5/20/2015,14,27,U,S,5,24.33402778,4.7409,0.94818,0.038965189,0.083,0.066713333,0.013342667,0.000548313,0.000548313
5/20/2015,15,27,U,S,5,24.00138889,4.6281,0.92562,0.038565268,0.1186,0.102313333,0.020462667,0.000852562,0.000852562
5/20/2015,16,27,U,S,5,24.04236111,3.6813,0.73626,0.030623448,0.1057,0.089413333,0.017882667,0.000743798,0.000743798
5/20/2015,21,27,U,S,5,.,4.7393,0.94786,.,0.1172,0.100913333,0.020182667,.,.
5/20/2015,22,27,U,S,5,24.01319444,3.966,0.7932,0.03303184,0.1622,0.145913333,0.029182667,0.001215276,0.001215276
5/20/2015,23,27,U,S,5,23.97222222,4.1918,0.83836,0.034972144,0.1484,0.132113333,0.026422667,0.00110222,0.00110222
5/20/2015,27,27,U,S,5,.,3.6779,0.73558,.,0.1793,0.163013333,0.032602667,.,.
5/20/2015,28,27,U,S,5,24.04930556,3.7012,0.74024,0.030780099,0.1526,0.136313333,0.027262667,0.001133616,0.001133616
5/20/2015,29,27,U,S,5,23.93819444,4.2188,0.84376,0.035247437,0.151,0.134713333,0.026942667,0.00112551,0.00112551
5/20/2015,30,27,U,S,5,23.63402778,4.3732,0.87464,0.037007657,0.152,0.135713333,0.027142667,0.001148457,0.001148457
5/20/2015,31,27,U,S,5,24.35763889,4.4315,0.8863,0.036386942,0.1583,0.142013333,0.028402667,0.001166068,0.001166068
5/20/2015,35,27,U,S,5,.,3.1186,0.62372,.,0.1268,0.110513333,0.022102667,.,.
5/20/2015,36,27,U,S,4,24.05277778,3.3935,0.848375,0.035271394,0.1819,0.165613333,0.041403333,0.001721354,0.001721354
5/20/2015,37,27,U,S,4,24.37638889,3.1331,0.783275,0.032132528,0.1753,0.159013333,0.039753333,0.001630813,0.001630813
5/20/2015,1,28,U,B,5,.,3.0334,0.60668,.,0.1366,0.106366667,0.021273333,.,.
5/20/2015,2,28,U,B,5,23.82638889,3.8228,0.76456,0.03208879,0.1427,0.112466667,0.022493333,0.000944051,0.000944051
5/20/2015,6,28,U,B,5,.,4.1682,0.83364,.,0.1249,0.094666667,0.018933333,.,.
5/20/2015,7,28,U,B,5,24.33194444,3.7067,0.74134,0.030467766,0.1035,0.073266667,0.014653333,0.000602226,0.000602226
5/20/2015,8,28,U,B,5,24.03541667,3.6246,0.72492,0.030160492,0.0851,0.054866667,0.010973333,0.000456548,0.000456548
5/20/2015,9,28,U,B,5,23.98263889,3.6428,0.72856,0.030378642,.,.,.,.,.
5/20/2015,13,28,U,B,5,.,3.4733,0.69466,.,0.1392,0.108966667,0.021793333,.,.
5/20/2015,14,28,U,B,5,23.95069444,3.8691,0.77382,0.032308875,0.1298,0.099566667,0.019913333,0.00083143,0.00083143
5/20/2015,15,28,U,B,5,24.03888889,4.4347,0.88694,0.036896048,0.1661,0.135866667,0.027173333,0.001130391,0.001130391
5/20/2015,16,28,U,B,5,23.92916667,4.4188,0.88376,0.036932335,0.129,0.098766667,0.019753333,0.000825492,0.000825492
5/20/2015,21,28,U,B,5,.,3.433,0.6866,.,0.1463,0.116066667,0.023213333,.,.
5/20/2015,22,28,U,B,5,24.01319444,3.7975,0.7595,0.031628445,0.1398,0.109566667,0.021913333,0.000912554,0.000912554
5/20/2015,23,28,U,B,5,23.98402778,3.9964,0.79928,0.033325512,0.1351,0.104866667,0.020973333,0.000874471,0.000874471
5/20/2015,27,28,U,B,5,.,3.6856,0.73712,.,0.1076,0.077366667,0.015473333,.,.
5/20/2015,28,28,U,B,5,24.02083333,3.6644,0.73288,0.030510182,0.1233,0.093066667,0.018613333,0.000774883,0.000774883
5/20/2015,29,28,U,B,5,23.97916667,4.0661,0.81322,0.033913606,0.1369,0.106666667,0.021333333,0.000889661,0.000889661
5/20/2015,30,28,U,B,5,24.00138889,3.7188,0.74376,0.030988207,0.166,0.135766667,0.027153333,0.001131323,0.001131323
5/20/2015,31,28,U,B,4,24.06041667,3.6848,0.9212,0.038286951,0.1082,0.077966667,0.019491667,0.000810113,0.000810113
5/20/2015,35,28,U,B,4,.,2.995,0.74875,.,0.0993,0.069066667,0.017266667,.,.
5/20/2015,36,28,U,B,4,24.01944444,2.3354,0.58385,0.02430739,0.0852,0.054966667,0.013741667,0.000572106,0.000572106
5/20/2015,37,28,U,B,4,24.41388889,2.5806,0.64515,0.026425532,0.0786,0.048366667,0.012091667,0.000495278,0.000495278
5/20/2015,41,28,U,B,4,.,1.8117,0.452925,.,0.0481,0.017866667,0.004466667,.,.
5/20/2015,1,29,I,S,5,.,3.2305,0.6461,.,0.1101,0.093813333,0.018762667,.,.
5/20/2015,2,29,I,S,5,23.88888889,3.0127,0.60254,0.025222605,0.1316,0.115313333,0.023062667,0.000965414,0.000965414
5/20/2015,6,29,I,S,4,.,3.1906,0.79765,.,0.0806,0.064313333,0.016078333,.,.
5/20/2015,7,29,I,S,4,24.30416667,3.0862,0.77155,0.031745585,0.1043,0.088013333,0.022003333,0.000905332,0.000905332
5/20/2015,8,29,I,S,4,23.59861111,3.334,0.8335,0.035319875,.,.,.,.,.
5/20/2015,9,29,I,S,4,24.48333333,2.9566,0.73915,0.030189925,0.0488,0.032513333,0.008128333,0.000331995,0.000331995
5/20/2015,13,29,I,S,4,.,3.3361,0.834025,.,0.0956,0.079313333,0.019828333,.,.
5/20/2015,14,29,I,S,4,23.95625,4.8804,1.2201,0.050930342,0.1306,0.114313333,0.028578333,0.001192939,0.001192939
5/20/2015,15,29,I,S,4,23.98819444,2.9622,0.74055,0.030871436,0.1002,0.083913333,0.020978333,0.000874527,0.000874527
5/20/2015,16,29,I,S,4,24.40069444,3.7428,0.9357,0.038347269,0.1088,0.092513333,0.023128333,0.000947856,0.000947856
5/20/2015,21,29,I,S,4,.,2.9632,0.7408,.,0.0929,0.076613333,0.019153333,.,.
5/20/2015,22,29,I,S,4,23.99097222,3.235,0.80875,0.033710597,0.0702,0.053913333,0.013478333,0.000561809,0.000561809
